Experiment,Batch,Day,iVCC,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Bolus_Feed,Normalized_Bolus_Feed,Volume
MPC25-001,MPC25-001-026,3,0.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-026,4,0.5,6.9,6.75,7.05,35,0,0,202.9893939
MPC25-001,MPC25-001-026,5,0.5,6.9,6.75,7.05,35,0,0,205.7593939
MPC25-001,MPC25-001-026,6,0.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-026,7,0.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-026,8,0.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-026,9,0.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-026,10,0.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-026,11,0.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-026,12,0.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-026,13,0.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-026,14,0.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-027,0,1.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-027,1,1.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-027,2,1.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-027,3,1.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-027,4,1.5,6.9,6.75,7.05,35,0,0,202.9893939
MPC25-001,MPC25-001-027,5,1.5,6.9,6.75,7.05,35,0,0,205.7593939
MPC25-001,MPC25-001-027,6,1.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-027,7,1.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-027,8,1.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-027,9,1.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-027,10,1.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-027,11,1.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-027,12,1.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-027,13,1.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-027,14,1.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-028,0,1.5,7.3,7.15,7.45,36.5,0,0,200
MPC25-001,MPC25-001-028,1,1.5,7.3,7.15,7.45,36.5,0,0,202.8233333
MPC25-001,MPC25-001-028,2,1.5,7.3,7.15,7.45,36.5,0,0,205.66
MPC25-001,MPC25-001-028,3,1.5,7.3,7.15,7.45,36.5,9.572727273,0.045772459,209.1372727
MPC25-001,MPC25-001-028,4,1.5,7.3,7.15,7.45,36.5,0,0,204.2772727
MPC25-001,MPC25-001-028,5,1.5,7.3,7.15,7.45,36.5,0,0,207.0472727
MPC25-001,MPC25-001-028,6,1.5,7.3,7.15,7.45,35,12.02727273,0.057134467,210.5081818
MPC25-001,MPC25-001-028,7,1.5,7.3,7.15,7.45,35,0,0,203.7481818
MPC25-001,MPC25-001-028,8,1.5,7.3,7.15,7.45,35,12.02727273,0.057683692,208.5038636
MPC25-001,MPC25-001-028,9,1.5,7.3,7.15,7.45,35,0,0,201.7838636
MPC25-001,MPC25-001-028,10,1.5,7.3,7.15,7.45,35,10.8,0.052575037,205.4206818
MPC25-001,MPC25-001-028,11,1.5,7.3,7.15,7.45,35,0,0,199.6806818
MPC25-001,MPC25-001-028,12,1.5,7.3,7.15,7.45,35,9.572727273,0.047070341,203.3706818
MPC25-001,MPC25-001-028,13,1.5,7.3,7.15,7.45,35,0,0,198.5806818
MPC25-001,MPC25-001-028,14,1.5,7.3,7.15,7.45,35,0,0,204.3206818
MPC25-001,MPC25-001-029,0,1.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-029,1,1.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-029,2,1.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-029,3,1.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-029,4,1.5,6.9,6.75,7.05,36.5,0,0,202.9893939
MPC25-001,MPC25-001-029,5,1.5,6.9,6.75,7.05,36.5,0,0,205.7593939
MPC25-001,MPC25-001-029,6,1.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-029,7,1.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-029,8,1.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-029,9,1.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-029,10,1.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-029,11,1.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-029,12,1.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-029,13,1.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-029,14,1.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-030,0,0.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-030,1,0.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-030,2,0.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-030,3,0.5,6.9,6.75,7.05,36.5,9.572727273,0.045772459,209.1372727
MPC25-001,MPC25-001-030,4,0.5,6.9,6.75,7.05,36.5,0,0,204.2772727
MPC25-001,MPC25-001-030,5,0.5,6.9,6.75,7.05,36.5,0,0,207.0472727
MPC25-001,MPC25-001-030,6,0.5,6.9,6.75,7.05,35,12.02727273,0.057134467,210.5081818
MPC25-001,MPC25-001-030,7,0.5,6.9,6.75,7.05,35,0,0,203.7481818
MPC25-001,MPC25-001-030,8,0.5,6.9,6.75,7.05,35,12.02727273,0.057683692,208.5038636
MPC25-001,MPC25-001-030,9,0.5,6.9,6.75,7.05,35,0,0,201.7838636
MPC25-001,MPC25-001-030,10,0.5,6.9,6.75,7.05,35,10.8,0.052575037,205.4206818
MPC25-001,MPC25-001-030,11,0.5,6.9,6.75,7.05,35,0,0,199.6806818
MPC25-001,MPC25-001-030,12,0.5,6.9,6.75,7.05,35,9.572727273,0.047070341,203.3706818
MPC25-001,MPC25-001-030,13,0.5,6.9,6.75,7.05,35,0,0,198.5806818
MPC25-001,MPC25-001-030,14,0.5,6.9,6.75,7.05,35,0,0,204.3206818
MPC25-001,MPC25-001-031,0,0.5,7.3,7.15,7.45,36.5,0,0,200
MPC25-001,MPC25-001-031,1,0.5,7.3,7.15,7.45,36.5,0,0,202.8233333
MPC25-001,MPC25-001-031,2,0.5,7.3,7.15,7.45,36.5,0,0,205.66
MPC25-001,MPC25-001-031,3,0.5,7.3,7.15,7.45,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-031,4,0.5,7.3,7.15,7.45,35,0,0,202.9893939
MPC25-001,MPC25-001-031,5,0.5,7.3,7.15,7.45,35,0,0,205.7593939
MPC25-001,MPC25-001-031,6,0.5,7.3,7.15,7.45,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-031,7,0.5,7.3,7.15,7.45,35,0,0,201.1784848
MPC25-001,MPC25-001-031,8,0.5,7.3,7.15,7.45,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-031,9,0.5,7.3,7.15,7.45,35,0,0,197.452803
MPC25-001,MPC25-001-031,10,0.5,7.3,7.15,7.45,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-031,11,0.5,7.3,7.15,7.45,35,0,0,194.0026515
MPC25-001,MPC25-001-031,12,0.5,7.3,7.15,7.45,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-031,13,0.5,7.3,7.15,7.45,35,0,0,191.5359848
MPC25-001,MPC25-001-031,14,0.5,7.3,7.15,7.45,35,0,0,197.2759848
MPC25-001,MPC25-001-032,0,0.5,7.3,7.15,7.45,36.5,0,0,200
MPC25-001,MPC25-001-032,1,0.5,7.3,7.15,7.45,36.5,0,0,202.8233333
MPC25-001,MPC25-001-032,2,0.5,7.3,7.15,7.45,36.5,0,0,205.66
MPC25-001,MPC25-001-032,3,0.5,7.3,7.15,7.45,36.5,9.572727273,0.045772459,209.1372727
MPC25-001,MPC25-001-032,4,0.5,7.3,7.15,7.45,36.5,0,0,204.2772727
MPC25-001,MPC25-001-032,5,0.5,7.3,7.15,7.45,36.5,0,0,207.0472727
MPC25-001,MPC25-001-032,6,0.5,7.3,7.15,7.45,35,12.02727273,0.057134467,210.5081818
MPC25-001,MPC25-001-032,7,0.5,7.3,7.15,7.45,35,0,0,203.7481818
MPC25-001,MPC25-001-032,8,0.5,7.3,7.15,7.45,35,12.02727273,0.057683692,208.5038636
MPC25-001,MPC25-001-032,9,0.5,7.3,7.15,7.45,35,0,0,201.7838636
MPC25-001,MPC25-001-032,10,0.5,7.3,7.15,7.45,35,10.8,0.052575037,205.4206818
MPC25-001,MPC25-001-032,11,0.5,7.3,7.15,7.45,35,0,0,199.6806818
MPC25-001,MPC25-001-032,12,0.5,7.3,7.15,7.45,35,9.572727273,0.047070341,203.3706818
MPC25-001,MPC25-001-032,13,0.5,7.3,7.15,7.45,35,0,0,198.5806818
MPC25-001,MPC25-001-032,14,0.5,7.3,7.15,7.45,35,0,0,204.3206818
MPC25-001,MPC25-001-033,0,0.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-033,1,0.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-033,2,0.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-033,3,0.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-033,4,0.5,6.9,6.75,7.05,36.5,0,0,202.9893939
MPC25-001,MPC25-001-033,5,0.5,6.9,6.75,7.05,36.5,0,0,205.7593939
MPC25-001,MPC25-001-033,6,0.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-033,7,0.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-033,8,0.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-033,9,0.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-033,10,0.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-033,11,0.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-033,12,0.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-033,13,0.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-033,14,0.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-034,0,1,7.1,6.95,7.25,36.5,0,0,200
MPC25-001,MPC25-001-034,1,1,7.1,6.95,7.25,36.5,0,0,202.8233333
MPC25-001,MPC25-001-034,2,1,7.1,6.95,7.25,36.5,0,0,205.66
MPC25-001,MPC25-001-034,3,1,7.1,6.95,7.25,36.5,7.8,0.037411268,208.4933333
MPC25-001,MPC25-001-034,4,1,7.1,6.95,7.25,36.5,0,0,203.6333333
MPC25-001,MPC25-001-034,5,1,7.1,6.95,7.25,35,0,0,206.4033333
MPC25-001,MPC25-001-034,6,1,7.1,6.95,7.25,35,9.8,0.0468399,209.2233333
MPC25-001,MPC25-001-034,7,1,7.1,6.95,7.25,35,0,0,202.4633333
MPC25-001,MPC25-001-034,8,1,7.1,6.95,7.25,35,9.8,0.04749481,206.3383333
MPC25-001,MPC25-001-034,9,1,7.1,6.95,7.25,35,0,0,199.6183333
MPC25-001,MPC25-001-034,10,1,7.1,6.95,7.25,35,8.8,0.043439271,202.5816667
MPC25-001,MPC25-001-034,11,1,7.1,6.95,7.25,35,0,0,196.8416667
MPC25-001,MPC25-001-034,12,1,7.1,6.95,7.25,35,7.8,0.039029597,199.8483333
MPC25-001,MPC25-001-034,13,1,7.1,6.95,7.25,35,0,0,195.0583333
MPC25-001,MPC25-001-034,14,1,7.1,6.95,7.25,35,0,0,200.7983333
MPC25-001,MPC25-001-035,0,1.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-035,1,1.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-035,2,1.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-035,3,1.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-035,4,1.5,6.9,6.75,7.05,35,0,0,202.9893939
MPC25-001,MPC25-001-035,5,1.5,6.9,6.75,7.05,35,0,0,205.7593939
MPC25-001,MPC25-001-035,6,1.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-035,7,1.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-035,8,1.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-035,9,1.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-035,10,1.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-035,11,1.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-035,12,1.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-035,13,1.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-035,14,1.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-036,0,0.5,6.9,6.75,7.05,36.5,0,0,200
MPC25-001,MPC25-001-036,1,0.5,6.9,6.75,7.05,36.5,0,0,202.8233333
MPC25-001,MPC25-001-036,2,0.5,6.9,6.75,7.05,36.5,0,0,205.66
MPC25-001,MPC25-001-036,3,0.5,6.9,6.75,7.05,36.5,6.027272727,0.028998269,207.8493939
MPC25-001,MPC25-001-036,4,0.5,6.9,6.75,7.05,36.5,0,0,202.9893939
MPC25-001,MPC25-001-036,5,0.5,6.9,6.75,7.05,36.5,0,0,205.7593939
MPC25-001,MPC25-001-036,6,0.5,6.9,6.75,7.05,35,7.572727273,0.036418113,207.9384848
MPC25-001,MPC25-001-036,7,0.5,6.9,6.75,7.05,35,0,0,201.1784848
MPC25-001,MPC25-001-036,8,0.5,6.9,6.75,7.05,35,7.572727273,0.037089794,204.172803
MPC25-001,MPC25-001-036,9,0.5,6.9,6.75,7.05,35,0,0,197.452803
MPC25-001,MPC25-001-036,10,0.5,6.9,6.75,7.05,35,6.8,0.034043806,199.7426515
MPC25-001,MPC25-001-036,11,0.5,6.9,6.75,7.05,35,0,0,194.0026515
MPC25-001,MPC25-001-036,12,0.5,6.9,6.75,7.05,35,6.027272727,0.030700331,196.3259848
MPC25-001,MPC25-001-036,13,0.5,6.9,6.75,7.05,35,0,0,191.5359848
MPC25-001,MPC25-001-036,14,0.5,6.9,6.75,7.05,35,0,0,197.2759848
MPC25-001,MPC25-001-037,0,1,7.1,6.95,7.25,36.5,0,0,200
MPC25-001,MPC25-001-037,1,1,7.1,6.95,7.25,36.5,0,0,202.8233333
MPC25-001,MPC25-001-037,2,1,7.1,6.95,7.25,36.5,0,0,205.66
MPC25-001,MPC25-001-037,3,1,7.1,6.95,7.25,36.5,7.8,0.037411268,208.4933333
MPC25-001,MPC25-001-037,4,1,7.1,6.95,7.25,35,0,0,203.6333333
MPC25-001,MPC25-001-037,5,1,7.1,6.95,7.25,35,0,0,206.4033333
MPC25-001,MPC25-001-037,6,1,7.1,6.95,7.25,35,9.8,0.0468399,209.2233333
MPC25-001,MPC25-001-037,7,1,7.1,6.95,7.25,35,0,0,202.4633333
MPC25-001,MPC25-001-037,8,1,7.1,6.95,7.25,35,9.8,0.04749481,206.3383333
MPC25-001,MPC25-001-037,9,1,7.1,6.95,7.25,35,0,0,199.6183333
MPC25-001,MPC25-001-037,10,1,7.1,6.95,7.25,35,8.8,0.043439271,202.5816667
MPC25-001,MPC25-001-037,11,1,7.1,6.95,7.25,35,0,0,196.8416667
MPC25-001,MPC25-001-037,12,1,7.1,6.95,7.25,35,7.8,0.039029597,199.8483333
MPC25-001,MPC25-001-037,13,1,7.1,6.95,7.25,35,0,0,195.0583333
MPC25-001,MPC25-001-037,14,1,7.1,6.95,7.25,35,0,0,200.7983333
MPC25-001,MPC25-001-038,0,1,7.1,6.95,7.25,36.5,0,0,200
MPC25-001,MPC25-001-038,1,1,7.1,6.95,7.25,36.5,0,0,202.8233333
MPC25-001,MPC25-001-038,2,1,7.1,6.95,7.25,36.5,0,0,205.66
MPC25-001,MPC25-001-038,3,1,7.1,6.95,7.25,36.5,7.8,0.037411268,208.4933333
MPC25-001,MPC25-001-038,4,1,7.1,6.95,7.25,36.5,0,0,203.6333333
MPC25-001,MPC25-001-038,5,1,7.1,6.95,7.25,36.5,0,0,206.4033333
MPC25-001,MPC25-001-038,6,1,7.1,6.95,7.25,35,9.8,0.0468399,209.2233333
MPC25-001,MPC25-001-038,7,1,7.1,6.95,7.25,35,0,0,202.4633333
MPC25-001,MPC25-001-038,8,1,7.1,6.95,7.25,35,9.8,0.04749481,206.3383333
MPC25-001,MPC25-001-038,9,1,7.1,6.95,7.25,35,0,0,199.6183333
MPC25-001,MPC25-001-038,10,1,7.1,6.95,7.25,35,8.8,0.043439271,202.5816667
MPC25-001,MPC25-001-038,11,1,7.1,6.95,7.25,35,0,0,196.8416667
MPC25-001,MPC25-001-038,12,1,7.1,6.95,7.25,35,7.8,0.039029597,199.8483333
MPC25-001,MPC25-001-038,13,1,7.1,6.95,7.25,35,0,0,195.0583333
MPC25-001,MPC25-001-038,14,1,7.1,6.95,7.25,35,0,0,200.7983333
